carat,cut,color,clarity,depth,table,price,x,y,z,volume,x/y_ratio,t/d_ratio,category_color,category_clarity
0.55,Premium,F,SI1,62.9,58.0,1354,5.26,5.23,3.3,90.78,1.01,0.92,Colorless,Slightly Included
0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6,49.54,1.01,1.02,Colorless,Very Very Slightly Included
0.9,Very Good,G,SI1,63.5,59.0,3649,6.07,6.11,3.87,143.53,0.99,0.93,Near Colorless,Slightly Included
2.0,Fair,H,SI1,65.1,56.0,14430,7.86,7.77,5.09,310.86,1.01,0.86,Near Colorless,Slightly Included
0.4,Good,I,VS1,63.5,55.0,687,4.67,4.71,2.98,65.55,0.99,0.87,Near Colorless,Very Slightly Included
1.2,Ideal,G,VS1,62.4,57.0,8701,6.8,6.78,4.24,195.48,1.0,0.91,Near Colorless,Very Slightly Included
1.05,Premium,G,SI1,60.3,57.0,4974,6.64,6.59,3.99,174.59,1.01,0.95,Near Colorless,Slightly Included
1.53,Ideal,H,VS1,61.3,57.0,12459,7.38,7.41,4.53,247.73,1.0,0.93,Near Colorless,Very Slightly Included
0.3,Good,H,VVS2,63.6,56.0,605,4.26,4.29,2.72,49.71,0.99,0.88,Near Colorless,Very Very Slightly Included
1.01,Premium,G,VS1,59.3,59.0,5632,6.49,6.52,3.86,163.34,1.0,0.99,Near Colorless,Very Slightly Included
0.59,Ideal,H,VS2,62.2,59.0,1648,5.38,5.34,3.33,95.67,1.01,0.95,Near Colorless,Very Slightly Included
0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86,64.53,1.0,0.98,Colorless,Very Slightly Included
1.17,Very Good,H,IF,59.3,59.0,7644,6.92,6.98,4.12,199.0,0.99,0.99,Near Colorless,Internally Flawless
0.43,Ideal,G,IF,61.3,55.0,1683,4.86,4.89,2.99,71.06,0.99,0.9,Near Colorless,Internally Flawless
2.01,Ideal,J,SI1,62.3,57.0,12607,8.05,7.99,5.0,321.6,1.01,0.91,Near Colorless,Slightly Included
0.5,Ideal,J,VS1,62.5,57.0,1082,5.06,5.09,3.17,81.64,0.99,0.91,Near Colorless,Very Slightly Included
2.02,Premium,H,SI1,62.2,59.0,14574,8.09,8.05,5.02,326.92,1.0,0.95,Near Colorless,Slightly Included
0.7,Ideal,E,VS2,62.1,54.0,2839,5.69,5.72,3.54,115.22,0.99,0.87,Colorless,Very Slightly Included
0.3,Very Good,E,VS2,61.7,61.0,658,4.28,4.31,2.65,48.88,0.99,0.99,Colorless,Very Slightly Included
1.09,Premium,E,SI2,60.1,62.0,4102,6.72,6.6,4.0,177.41,1.02,1.03,Colorless,Slightly Included
1.1,Ideal,E,SI2,61.6,56.0,5263,6.63,6.66,4.09,180.6,1.0,0.91,Colorless,Slightly Included
0.36,Ideal,G,SI2,60.7,58.0,505,4.62,4.64,2.81,60.24,1.0,0.96,Near Colorless,Slightly Included
0.52,Very Good,I,SI1,63.3,55.0,1073,5.13,5.1,3.24,84.77,1.01,0.87,Near Colorless,Slightly Included
0.41,Premium,D,VVS1,61.6,58.0,1582,4.78,4.74,2.93,66.39,1.01,0.94,Colorless,Very Very Slightly Included
0.35,Ideal,E,VS2,61.9,54.0,923,4.53,4.58,2.82,58.51,0.99,0.87,Colorless,Very Slightly Included
1.51,Good,D,SI2,61.5,61.0,8742,7.37,7.42,4.55,248.82,0.99,0.99,Colorless,Slightly Included
0.71,Very Good,F,VS2,63.0,54.0,3323,5.7,5.72,3.6,117.37,1.0,0.86,Colorless,Very Slightly Included
0.35,Premium,D,VVS1,60.8,58.0,1167,4.53,4.55,2.76,56.89,1.0,0.95,Colorless,Very Very Slightly Included
1.28,Premium,G,VS2,61.6,58.0,8874,7.02,6.98,4.31,211.19,1.01,0.94,Near Colorless,Very Slightly Included
0.31,Very Good,H,SI1,62.4,60.0,446,4.32,4.34,2.7,50.62,1.0,0.96,Near Colorless,Slightly Included
0.39,Premium,E,VS2,62.5,60.0,889,4.64,4.67,2.91,63.06,0.99,0.96,Colorless,Very Slightly Included
0.53,Ideal,F,VS2,61.8,55.0,1753,5.23,5.19,3.22,87.4,1.01,0.89,Colorless,Very Slightly Included
0.43,Ideal,I,SI1,60.9,57.0,852,4.88,4.9,2.98,71.26,1.0,0.94,Near Colorless,Slightly Included
0.32,Premium,G,VS2,62.6,59.0,561,4.33,4.36,2.72,51.35,0.99,0.94,Near Colorless,Very Slightly Included
0.73,Very Good,G,SI1,60.6,59.0,2585,5.83,5.85,3.54,120.73,1.0,0.97,Near Colorless,Slightly Included
0.32,Premium,E,VS1,61.3,58.0,677,4.36,4.39,2.68,51.3,0.99,0.95,Colorless,Very Slightly Included
1.39,Ideal,J,VS2,60.9,57.0,6831,7.2,7.25,4.4,229.68,0.99,0.94,Near Colorless,Very Slightly Included
1.31,Very Good,I,SI2,59.6,60.0,5187,7.09,7.17,4.25,216.05,0.99,1.01,Near Colorless,Slightly Included
0.25,Ideal,H,VS1,61.5,56.0,445,4.05,4.08,2.5,41.31,0.99,0.91,Near Colorless,Very Slightly Included
0.34,Ideal,H,VS2,61.2,55.0,517,4.49,4.53,2.76,56.14,0.99,0.9,Near Colorless,Very Slightly Included
0.9,Fair,G,SI1,65.4,59.0,3145,6.04,6.0,3.94,142.79,1.01,0.9,Near Colorless,Slightly Included
0.51,Very Good,G,VVS2,62.9,57.0,1750,5.06,5.12,3.2,82.9,0.99,0.91,Near Colorless,Very Very Slightly Included
0.3,Very Good,H,SI1,59.4,63.0,540,4.4,4.35,2.6,49.76,1.01,1.06,Near Colorless,Slightly Included
1.21,Very Good,H,VS1,62.3,58.0,7246,6.71,6.74,4.19,189.49,1.0,0.93,Near Colorless,Very Slightly Included
1.0,Very Good,F,VVS1,61.1,57.0,9870,6.36,6.51,3.93,162.72,0.98,0.93,Colorless,Very Very Slightly Included
1.63,Ideal,I,VS2,61.9,54.3,11019,7.54,7.58,4.68,267.48,0.99,0.88,Near Colorless,Very Slightly Included
1.91,Premium,I,SI1,63.0,59.0,13367,7.91,7.87,4.97,309.39,1.01,0.94,Near Colorless,Slightly Included
0.71,Very Good,G,SI1,64.2,56.0,2072,5.6,5.65,3.61,114.22,0.99,0.87,Near Colorless,Slightly Included
0.81,Premium,H,SI2,60.0,59.0,2344,6.03,5.97,3.62,130.32,1.01,0.98,Near Colorless,Slightly Included
0.5,Premium,D,VS2,62.1,58.0,1845,5.08,5.03,3.14,80.23,1.01,0.93,Colorless,Very Slightly Included
0.38,Premium,D,SI2,59.2,61.0,812,4.72,4.67,2.78,61.28,1.01,1.03,Colorless,Slightly Included
0.42,Ideal,G,SI1,60.7,57.0,756,4.81,4.89,2.95,69.39,0.98,0.94,Near Colorless,Slightly Included
0.5,Good,D,SI2,63.2,56.0,1157,5.01,5.05,3.18,80.46,0.99,0.89,Colorless,Slightly Included
1.0,Ideal,E,SI2,62.3,57.0,4077,6.33,6.28,3.93,156.23,1.01,0.91,Colorless,Slightly Included
0.93,Good,D,SI2,64.5,58.0,3839,6.11,6.14,3.95,148.19,1.0,0.9,Colorless,Slightly Included
1.5,Very Good,H,VS2,62.8,57.0,10959,7.25,7.3,4.57,241.87,0.99,0.91,Near Colorless,Very Slightly Included
0.51,Premium,G,SI2,62.5,56.0,1026,5.12,5.09,3.19,83.13,1.01,0.9,Near Colorless,Slightly Included
0.57,Ideal,F,VS1,62.3,57.0,1961,5.29,5.32,3.3,92.87,0.99,0.91,Colorless,Very Slightly Included
0.56,Ideal,G,VS2,62.0,55.0,1616,5.28,5.33,3.29,92.59,0.99,0.89,Near Colorless,Very Slightly Included
0.52,Premium,G,VS1,61.7,56.0,1815,5.21,5.17,3.2,86.19,1.01,0.91,Near Colorless,Very Slightly Included
0.41,Ideal,F,VS2,62.1,56.0,1107,4.79,4.74,2.96,67.21,1.01,0.9,Colorless,Very Slightly Included
0.32,Premium,H,VS1,62.4,58.0,720,4.4,4.35,2.73,52.25,1.01,0.93,Near Colorless,Very Slightly Included
0.41,Ideal,H,VVS2,62.0,56.0,961,4.78,4.74,2.95,66.84,1.01,0.9,Near Colorless,Very Very Slightly Included
0.7,Good,J,VS2,63.2,61.0,1843,5.59,5.62,3.54,111.21,0.99,0.97,Near Colorless,Very Slightly Included
0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75,56.06,0.99,0.92,Near Colorless,Internally Flawless
0.34,Ideal,E,VS1,62.4,54.0,827,4.45,4.49,2.79,55.75,0.99,0.87,Colorless,Very Slightly Included
0.4,Very Good,D,VS2,59.6,58.0,851,4.8,4.83,2.87,66.54,0.99,0.97,Colorless,Very Slightly Included
0.41,Ideal,F,SI1,63.0,56.0,904,4.78,4.71,2.99,67.32,1.01,0.89,Colorless,Slightly Included
2.01,Very Good,F,SI2,60.8,57.0,17244,8.09,8.15,4.94,325.71,0.99,0.94,Colorless,Slightly Included
1.0,Ideal,I,VS2,62.5,55.0,4511,6.41,6.36,4.0,163.07,1.01,0.88,Near Colorless,Very Slightly Included
0.31,Very Good,E,VS1,61.2,61.0,587,4.29,4.37,2.65,49.68,0.98,1.0,Colorless,Very Slightly Included
0.46,Good,E,VS2,60.9,62.0,1267,4.93,4.96,3.01,73.6,0.99,1.02,Colorless,Very Slightly Included
1.01,Ideal,H,SI2,62.4,57.0,4693,6.36,6.43,3.99,163.17,0.99,0.91,Near Colorless,Slightly Included
0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.47,2.73,54.91,1.01,0.9,Colorless,Very Slightly Included
0.38,Ideal,E,SI1,59.4,61.0,660,4.72,4.74,2.81,62.87,1.0,1.03,Colorless,Slightly Included
1.34,Premium,I,VS2,61.8,59.0,6754,7.07,7.04,4.36,217.01,1.0,0.95,Near Colorless,Very Slightly Included
0.3,Ideal,G,SI1,62.8,56.0,574,4.32,4.28,2.7,49.92,1.01,0.89,Near Colorless,Slightly Included
0.5,Very Good,D,VS1,62.0,56.0,1750,5.09,5.11,3.16,82.19,1.0,0.9,Colorless,Very Slightly Included
0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49,109.24,0.98,0.95,Near Colorless,Very Slightly Included
1.0,Good,G,VS2,58.6,65.0,5242,6.61,6.53,3.85,166.18,1.01,1.11,Near Colorless,Very Slightly Included
0.37,Ideal,F,SI1,61.6,56.0,746,4.61,4.65,2.85,61.09,0.99,0.91,Colorless,Slightly Included
0.7,Very Good,D,VS1,61.6,58.0,3477,5.67,5.73,3.51,114.04,0.99,0.94,Colorless,Very Slightly Included
0.59,Ideal,D,SI2,60.2,57.0,1572,5.47,5.42,3.28,97.24,1.01,0.95,Colorless,Slightly Included
0.35,Ideal,D,VS2,61.8,56.0,1063,4.55,4.51,2.8,57.46,1.01,0.91,Colorless,Very Slightly Included
0.3,Very Good,D,VS1,63.0,56.0,645,4.27,4.33,2.71,50.11,0.99,0.89,Colorless,Very Slightly Included
1.02,Very Good,H,SI1,63.5,55.0,4487,6.31,6.35,4.02,161.08,0.99,0.87,Near Colorless,Slightly Included
0.72,Good,I,SI1,63.6,59.0,1909,5.61,5.58,3.56,111.44,1.01,0.93,Near Colorless,Slightly Included
1.33,Good,I,VS1,63.7,56.0,7090,6.96,6.92,4.42,212.88,1.01,0.88,Near Colorless,Very Slightly Included
0.32,Premium,G,VS2,60.8,59.0,561,4.41,4.44,2.69,52.67,0.99,0.97,Near Colorless,Very Slightly Included
0.7,Premium,G,VS2,62.2,61.0,2657,5.59,5.54,3.46,107.15,1.01,0.98,Near Colorless,Very Slightly Included
1.07,Ideal,E,VVS2,61.7,57.0,10104,6.55,6.61,4.06,175.78,0.99,0.92,Colorless,Very Very Slightly Included
1.18,Ideal,I,VVS1,62.6,54.0,6750,6.74,6.78,4.23,193.3,0.99,0.86,Near Colorless,Very Very Slightly Included
0.31,Premium,E,VVS1,62.0,59.0,1012,4.34,4.3,2.68,50.01,1.01,0.95,Colorless,Very Very Slightly Included
1.16,Ideal,I,SI1,61.5,60.0,4742,6.76,6.71,4.14,187.79,1.01,0.98,Near Colorless,Slightly Included
1.04,Premium,D,VVS2,61.1,60.0,10984,6.54,6.51,3.99,169.88,1.0,0.98,Colorless,Very Very Slightly Included
0.4,Very Good,H,VVS1,60.5,59.0,900,4.73,4.76,2.87,64.62,0.99,0.98,Near Colorless,Very Very Slightly Included
0.32,Very Good,D,SI1,63.0,58.0,589,4.36,4.4,2.76,52.95,0.99,0.92,Colorless,Slightly Included
0.31,Premium,D,SI1,62.2,52.0,732,4.37,4.34,2.71,51.4,1.01,0.84,Colorless,Slightly Included
0.58,Ideal,G,IF,61.3,56.0,2528,5.36,5.39,3.29,95.05,0.99,0.91,Near Colorless,Internally Flawless
0.41,Ideal,E,VS1,62.2,55.0,964,4.76,4.79,2.97,67.72,0.99,0.88,Colorless,Very Slightly Included
0.7,Ideal,H,SI1,61.9,57.0,2107,5.66,5.69,3.51,113.04,0.99,0.92,Near Colorless,Slightly Included
0.93,Ideal,E,SI1,59.6,57.0,4700,6.37,6.42,3.81,155.81,0.99,0.96,Colorless,Slightly Included
1.23,Ideal,J,VS2,61.5,57.0,5030,6.85,6.9,4.23,199.93,0.99,0.93,Near Colorless,Very Slightly Included
1.23,Premium,F,VS2,60.8,59.0,9122,6.94,6.9,4.21,201.6,1.01,0.97,Colorless,Very Slightly Included
0.22,Premium,E,VS2,61.6,58.0,404,3.93,3.89,2.41,36.84,1.01,0.94,Colorless,Very Slightly Included
1.01,Good,E,VS2,62.5,58.0,6221,6.32,6.36,3.96,159.17,0.99,0.93,Colorless,Very Slightly Included
0.9,Ideal,G,SI2,62.5,55.0,3338,6.21,6.15,3.86,147.42,1.01,0.88,Near Colorless,Slightly Included
0.71,Fair,G,VVS1,62.8,57.0,3062,5.67,5.57,3.53,111.48,1.02,0.91,Near Colorless,Very Very Slightly Included
0.5,Fair,G,VVS2,62.9,67.0,1791,5.02,4.96,3.14,78.18,1.01,1.07,Near Colorless,Very Very Slightly Included
0.9,Premium,E,SI1,62.4,57.0,3609,6.19,6.14,3.85,146.33,1.01,0.91,Colorless,Slightly Included
0.64,Ideal,D,VS2,60.7,59.0,2224,5.58,5.62,3.4,106.62,0.99,0.97,Colorless,Very Slightly Included
1.32,Premium,E,I1,62.2,58.0,5027,7.05,6.97,4.36,214.24,1.01,0.93,Colorless,Included
1.21,Premium,G,VS2,62.2,60.0,7611,6.79,6.75,4.21,192.95,1.01,0.96,Near Colorless,Very Slightly Included
0.57,Premium,J,VS1,60.6,59.0,1606,5.37,5.36,3.25,93.55,1.0,0.97,Near Colorless,Very Slightly Included
0.52,Premium,F,SI2,61.7,58.0,1111,5.12,5.16,3.17,83.75,0.99,0.94,Colorless,Slightly Included
0.72,Ideal,E,VS2,60.8,57.0,3091,5.79,5.82,3.53,118.95,0.99,0.94,Colorless,Very Slightly Included
1.05,Ideal,J,SI2,62.3,54.0,4126,6.52,6.55,4.07,173.81,1.0,0.87,Near Colorless,Slightly Included
0.34,Ideal,F,SI2,60.1,56.0,574,4.55,4.54,2.73,56.39,1.0,0.93,Colorless,Slightly Included
1.51,Ideal,D,SI1,62.3,56.0,12688,7.3,7.4,4.58,247.41,0.99,0.9,Colorless,Slightly Included
0.72,Ideal,H,VS2,61.2,57.0,3018,5.79,5.77,3.54,118.27,1.0,0.93,Near Colorless,Very Slightly Included
1.54,Premium,I,VS2,61.7,59.0,8917,7.4,7.34,4.55,247.14,1.01,0.96,Near Colorless,Very Slightly Included
0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83,56.17,0.99,0.87,Colorless,Slightly Included
1.7,Premium,I,SI2,62.9,59.0,9330,7.57,7.51,4.74,269.47,1.01,0.94,Near Colorless,Slightly Included
0.34,Ideal,D,IF,59.8,57.0,2287,4.57,4.59,2.74,57.48,1.0,0.95,Colorless,Internally Flawless
0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15,80.81,1.01,0.95,Near Colorless,Very Slightly Included
1.12,Premium,H,SI1,61.6,59.0,5266,6.63,6.67,4.1,181.31,0.99,0.96,Near Colorless,Slightly Included
1.01,Good,F,SI1,63.8,59.0,4899,6.29,6.32,4.02,159.81,1.0,0.92,Colorless,Slightly Included
0.5,Ideal,F,VVS2,60.5,56.0,2210,5.15,5.09,3.1,81.26,1.01,0.93,Colorless,Very Very Slightly Included
1.06,Very Good,G,I1,60.7,63.0,2080,6.59,6.56,3.99,172.49,1.0,1.04,Near Colorless,Included
1.15,Premium,G,I1,61.2,58.0,3574,6.8,6.74,4.14,189.74,1.01,0.95,Near Colorless,Included
1.58,Ideal,E,SI1,61.0,57.0,13434,7.5,7.55,4.59,259.91,0.99,0.93,Colorless,Slightly Included
2.01,Premium,G,SI1,62.5,58.0,17334,7.98,8.08,5.02,323.68,0.99,0.93,Near Colorless,Slightly Included
1.0,Premium,G,VS1,62.4,60.0,6377,6.39,6.37,3.98,162.0,1.0,0.96,Near Colorless,Very Slightly Included
0.34,Ideal,D,SI1,60.9,56.0,596,4.53,4.56,2.76,57.01,0.99,0.92,Colorless,Slightly Included
2.01,Premium,J,VS2,60.5,60.0,13400,8.13,8.09,4.91,322.94,1.0,0.99,Near Colorless,Very Slightly Included
2.11,Premium,G,SI2,61.4,62.0,13069,8.25,8.21,5.05,342.05,1.0,1.01,Near Colorless,Slightly Included
1.1,Ideal,G,VS1,61.9,55.0,7528,6.59,6.63,4.09,178.7,0.99,0.89,Near Colorless,Very Slightly Included
0.92,Ideal,G,VS1,62.0,57.0,5243,6.24,6.28,3.88,152.05,0.99,0.92,Near Colorless,Very Slightly Included
0.3,Ideal,I,VS1,62.0,58.0,491,4.28,4.3,2.66,48.95,1.0,0.94,Near Colorless,Very Slightly Included
0.32,Ideal,D,VVS2,61.3,55.0,867,4.4,4.44,2.71,52.94,0.99,0.9,Colorless,Very Very Slightly Included
0.34,Ideal,D,SI1,62.0,55.0,750,4.53,4.5,2.8,57.08,1.01,0.89,Colorless,Slightly Included
0.31,Premium,H,VS1,61.4,56.0,698,4.39,4.37,2.69,51.61,1.0,0.91,Near Colorless,Very Slightly Included
0.67,Premium,G,VVS2,60.1,60.0,2658,5.66,5.58,3.38,106.75,1.01,1.0,Near Colorless,Very Very Slightly Included
2.04,Premium,F,SI2,60.2,58.0,18231,8.24,8.17,4.94,332.56,1.01,0.96,Colorless,Slightly Included
1.01,Good,G,VS2,63.6,60.0,5701,6.35,6.3,4.02,160.82,1.01,0.94,Near Colorless,Very Slightly Included
0.34,Ideal,G,VS2,61.1,55.0,765,4.55,4.52,2.77,56.97,1.01,0.9,Near Colorless,Very Slightly Included
0.31,Ideal,G,IF,60.2,59.0,891,4.37,4.4,2.64,50.76,0.99,0.98,Near Colorless,Internally Flawless
0.32,Ideal,G,VS2,62.1,55.0,673,4.36,4.39,2.71,51.87,0.99,0.89,Near Colorless,Very Slightly Included
0.23,Very Good,D,VVS1,62.5,58.0,530,3.94,3.96,2.47,38.54,0.99,0.93,Colorless,Very Very Slightly Included
0.51,Ideal,F,VVS2,60.3,56.0,2138,5.2,5.23,3.15,85.67,0.99,0.93,Colorless,Very Very Slightly Included
1.02,Very Good,E,I1,60.6,63.0,3141,6.46,6.52,3.93,165.53,0.99,1.04,Colorless,Included
1.35,Ideal,G,VS1,62.2,57.0,10244,7.09,7.05,4.4,219.93,1.01,0.92,Near Colorless,Very Slightly Included
0.72,Ideal,E,SI1,61.0,57.0,3012,5.77,5.8,3.53,118.13,0.99,0.93,Colorless,Slightly Included
1.25,Ideal,G,VVS1,61.3,56.0,10996,6.95,6.98,4.28,207.63,1.0,0.91,Near Colorless,Very Very Slightly Included
0.9,Good,H,VS1,62.4,55.0,4409,6.09,6.16,3.82,143.31,0.99,0.88,Near Colorless,Very Slightly Included
1.7,Premium,I,VVS2,61.7,57.4,13127,7.62,7.67,4.71,275.28,0.99,0.93,Near Colorless,Very Very Slightly Included
1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36,210.9,1.0,0.85,Near Colorless,Very Slightly Included
1.4,Premium,F,SI2,59.9,60.0,7479,7.38,7.29,4.39,236.18,1.01,1.0,Colorless,Slightly Included
0.7,Ideal,I,VVS2,62.4,53.6,2487,5.68,5.72,3.55,115.34,0.99,0.86,Near Colorless,Very Very Slightly Included
0.32,Ideal,I,SI2,61.7,55.0,371,4.39,4.42,2.72,52.78,0.99,0.89,Near Colorless,Slightly Included
0.27,Ideal,H,VS1,62.2,55.0,500,4.15,4.18,2.59,44.93,0.99,0.88,Near Colorless,Very Slightly Included
1.21,Very Good,J,VS2,62.4,58.0,4191,6.79,6.83,4.25,197.1,0.99,0.93,Near Colorless,Very Slightly Included
1.57,Premium,J,SI2,59.6,56.0,6031,7.59,7.5,4.5,256.16,1.01,0.94,Near Colorless,Slightly Included
2.01,Premium,E,SI2,62.0,61.0,17179,8.1,8.04,5.0,325.62,1.01,0.98,Colorless,Slightly Included
0.52,Ideal,G,VVS2,59.8,57.0,2012,5.26,5.24,3.14,86.55,1.0,0.95,Near Colorless,Very Very Slightly Included
1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16,185.35,0.99,0.93,Near Colorless,Slightly Included
1.0,Fair,G,VS1,63.1,63.0,4630,6.38,6.29,4.0,160.52,1.01,1.0,Near Colorless,Very Slightly Included
1.02,Good,H,VS1,59.8,63.0,5598,6.54,6.61,3.93,169.89,0.99,1.05,Near Colorless,Very Slightly Included
0.33,Very Good,G,VVS2,60.9,59.0,752,4.45,4.49,2.72,54.35,0.99,0.97,Near Colorless,Very Very Slightly Included
1.52,Ideal,I,VVS1,62.3,55.0,11033,7.32,7.37,4.58,247.08,0.99,0.88,Near Colorless,Very Very Slightly Included
0.53,Ideal,E,SI2,63.0,57.0,1262,5.16,5.13,3.24,85.77,1.01,0.9,Colorless,Slightly Included
0.6,Ideal,F,VVS2,60.8,57.0,2856,5.44,5.49,3.32,99.15,0.99,0.94,Colorless,Very Very Slightly Included
1.49,Ideal,F,VVS2,61.1,58.0,18614,7.36,7.38,4.5,244.43,1.0,0.95,Colorless,Very Very Slightly Included
0.83,Good,E,SI1,63.7,59.0,3250,5.95,5.89,3.77,132.12,1.01,0.93,Colorless,Slightly Included
1.51,Very Good,E,SI1,61.8,57.0,9474,7.36,7.43,4.57,249.91,0.99,0.92,Colorless,Slightly Included
1.02,Very Good,F,SI2,61.1,62.0,3984,6.49,6.54,3.98,168.93,0.99,1.01,Colorless,Slightly Included
0.52,Very Good,E,SI1,62.8,57.0,1369,5.09,5.13,3.21,83.82,0.99,0.91,Colorless,Slightly Included
0.3,Very Good,G,VVS2,62.9,55.0,684,4.24,4.28,2.68,48.63,0.99,0.87,Near Colorless,Very Very Slightly Included
0.3,Premium,F,VS2,62.8,58.0,776,4.28,4.25,2.68,48.75,1.01,0.92,Colorless,Very Slightly Included
0.49,Good,F,VS1,63.6,59.0,1426,4.95,4.92,3.14,76.47,1.01,0.93,Colorless,Very Slightly Included
0.91,Very Good,G,SI1,63.5,61.0,3710,6.1,6.05,3.86,142.45,1.01,0.96,Near Colorless,Slightly Included
0.33,Ideal,E,VS2,62.1,57.0,723,4.41,4.44,2.75,53.85,0.99,0.92,Colorless,Very Slightly Included
0.39,Premium,E,SI2,60.7,62.0,778,4.74,4.72,2.87,64.21,1.0,1.02,Colorless,Slightly Included
0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52,115.57,0.99,0.96,Colorless,Very Slightly Included
0.92,Ideal,E,SI2,62.6,57.0,4309,6.22,6.18,3.88,149.15,1.01,0.91,Colorless,Slightly Included
0.51,Ideal,G,VVS2,62.0,57.0,1842,5.13,5.1,3.17,82.94,1.01,0.92,Near Colorless,Very Very Slightly Included
1.01,Premium,G,SI1,59.6,61.0,4672,6.52,6.47,3.87,163.25,1.01,1.02,Near Colorless,Slightly Included
1.03,Very Good,E,SI2,60.7,63.0,4326,6.48,6.44,3.92,163.59,1.01,1.04,Colorless,Slightly Included
0.9,Very Good,G,VS2,61.9,56.0,4269,6.17,6.23,3.84,147.61,0.99,0.9,Near Colorless,Very Slightly Included
0.39,Ideal,E,IF,61.5,55.5,1418,4.68,4.72,2.88,63.62,0.99,0.9,Colorless,Internally Flawless
0.4,Very Good,D,SI2,63.1,57.0,798,4.75,4.72,2.99,67.04,1.01,0.9,Colorless,Slightly Included
0.7,Fair,H,SI1,65.5,57.0,2048,5.53,5.59,3.64,112.52,0.99,0.87,Near Colorless,Slightly Included
0.42,Ideal,G,VVS2,60.7,55.0,1031,4.86,4.89,2.96,70.35,0.99,0.91,Near Colorless,Very Very Slightly Included
0.31,Premium,G,VVS1,58.0,62.0,977,4.47,4.42,2.58,50.97,1.01,1.07,Near Colorless,Very Very Slightly Included
0.52,Ideal,J,VS2,61.4,57.0,1151,5.17,5.21,3.19,85.92,0.99,0.93,Near Colorless,Very Slightly Included
1.17,Premium,F,SI2,59.6,60.0,4324,6.88,6.85,4.09,192.75,1.0,1.01,Colorless,Slightly Included
0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67,51.46,1.0,0.92,Near Colorless,Very Slightly Included
0.26,Ideal,G,VS1,62.5,53.0,508,4.1,4.13,2.57,43.52,0.99,0.85,Near Colorless,Very Slightly Included
0.41,Premium,H,SI1,60.9,60.0,683,4.79,4.83,2.93,67.79,0.99,0.99,Near Colorless,Slightly Included
0.43,Premium,F,SI2,61.8,57.0,871,4.88,4.83,3.0,70.71,1.01,0.92,Colorless,Slightly Included
0.35,Premium,F,SI1,60.2,58.0,748,4.6,4.54,2.75,57.43,1.01,0.96,Colorless,Slightly Included
1.05,Very Good,H,SI1,60.2,62.0,5047,6.52,6.57,3.94,168.78,0.99,1.03,Near Colorless,Slightly Included
0.56,Ideal,H,SI1,61.6,56.0,1612,5.29,5.33,3.27,92.2,0.99,0.91,Near Colorless,Slightly Included
0.72,Very Good,D,VS2,62.1,59.0,3016,5.7,5.73,3.55,115.95,0.99,0.95,Colorless,Very Slightly Included
1.36,Very Good,G,VVS2,60.8,60.0,11774,7.12,7.16,4.34,221.25,0.99,0.99,Near Colorless,Very Very Slightly Included
1.05,Very Good,E,SI2,63.2,59.0,4281,6.43,6.36,4.04,165.21,1.01,0.93,Colorless,Slightly Included
0.33,Very Good,H,VVS2,61.9,56.0,614,4.44,4.47,2.76,54.78,0.99,0.9,Near Colorless,Very Very Slightly Included
0.33,Very Good,E,SI1,60.6,60.0,579,4.41,4.44,2.68,52.48,0.99,0.99,Colorless,Slightly Included
0.31,Good,I,VVS1,63.1,59.0,571,4.25,4.31,2.7,49.46,0.99,0.94,Near Colorless,Very Very Slightly Included
0.31,Ideal,D,VS2,62.0,55.0,942,4.35,4.33,2.69,50.67,1.0,0.89,Colorless,Very Slightly Included
0.5,Premium,D,SI1,60.3,58.0,1433,5.12,5.1,3.08,80.42,1.0,0.96,Colorless,Slightly Included
0.9,Good,D,SI1,63.9,57.0,3689,6.1,6.04,3.88,142.95,1.01,0.89,Colorless,Slightly Included
0.5,Very Good,E,VS1,60.9,58.0,1801,5.07,5.11,3.1,80.31,0.99,0.95,Colorless,Very Slightly Included
0.54,Ideal,G,SI1,61.5,55.1,1395,5.25,5.27,3.23,89.37,1.0,0.9,Near Colorless,Slightly Included
0.5,Very Good,D,VS2,62.8,58.0,1752,5.05,5.08,3.18,81.58,0.99,0.92,Colorless,Very Slightly Included
1.2,Premium,E,VS2,63.0,58.0,9139,6.75,6.71,4.24,192.04,1.01,0.92,Colorless,Very Slightly Included
1.05,Ideal,F,VS1,62.1,56.0,7955,6.54,6.59,4.08,175.84,0.99,0.9,Colorless,Very Slightly Included
0.35,Ideal,G,SI1,61.8,55.0,503,4.54,4.56,2.81,58.17,1.0,0.89,Near Colorless,Slightly Included
